"Story","Title","Result","Date","Stability","Duration (s)"
"Accommodation","View accommodation","SUCCESS","2023-09-27T17:37:04.173-05:00[America/Bogota]","0.0","24.07"
"attraction","search attraction","SUCCESS","2023-09-27T18:01:36.671-05:00[America/Bogota]","0.0","13.78"
"Login successful","Login","SUCCESS","2023-09-27T19:12:40.644-05:00[America/Bogota]","0.0","21.65"
"Login successful","Login Error","SUCCESS","2023-09-27T19:13:03.147-05:00[America/Bogota]","0.0","17.82"
